Model;Manuf;Model Details;Year;Month;Motor Type_0;Motor Type_1;Transmission;Color;Body Type;Price;Mileage
Kia RIO;Kia;RIO;2013;Decembris;1,3;Benzīns;Manuāla;Pelēkametālika;Hečbeks;3200;
Suzuki SX4;Suzuki;SX4;2010;Septembris;1,6;Benzīns;Manuāla 5 ātrumi;Pelēka;Hečbeks;3190;125000
Hyundai Santa FE;Hyundai;Santa FE;2006;Novembris;2,7;Benzīns;Automāts;Tumši;Apvidus;3190;360000
Hyundai Tucson;Hyundai;Tucson;2007;Maijs;2;Benzīns/Gāze;Manuāla 5 ātrumi;Sudraba;Apvidus;3150;
Citroen Berlingo;Citroen;Berlingo;2008;;1,6;Dīzelis;Manuāla;Sudrabametālika;Minivens;3150;321500
Citroen C5;Citroen;C5;2010;Jūnijs;1,6;Dīzelis;Manuāla;Melnametālika;Sedans;3150;
Kia Ceed;Kia;Ceed;2009;Februāris;1,6;Dīzelis;Manuāla;Gaiši;Universāls;3150;262377
Toyota Corolla Verso;Toyota;Corolla Verso;2004;Decembris;1,8;Benzīns;Automāts 5 ātrumi;Sarkanametālika;Minivens;3100;200410
Nissan X-Trail;Nissan;X-Trail;2005;;2,2;Dīzelis;Manuāla;Pelēkametālika;Apvidus;3100;155500
Citroen C4 Picasso;Citroen;C4 Picasso;2009;Jūlijs;1,6;Dīzelis;Manuāla 5 ātrumi;Zilametālika;Minivens;3100;254565
Citroen C5;Citroen;C5;2010;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Universāls;3100;250000
Hyundai i30;Hyundai;i30;2011;Februāris;1,6;Dīzelis;Manuāla 6 ātrumi;Pelēka;Universāls;3100;331000
Toyota Yaris;Toyota;Yaris;2007;Janvāris;1,3;Benzīns;Automāts;Sarkana;Hečbeks;3100;120000
Toyota Corolla Verso;Toyota;Corolla Verso;2009;Novembris;2,2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Minivens;3100;348321
Kia Sportage;Kia;Sportage;2007;Jūnijs;2;Benzīns;Manuāla 5 ātrumi;Melna;Apvidus;3000;175994
Hyundai Tucson;Hyundai;Tucson;2006;Septembris;2;Dīzelis;Manuāla;Zila;Apvidus;3000;270192
Nissan X-Trail;Nissan;X-Trail;2006;Novembris;2,2;Dīzelis;Manuāla 6 ātrumi;Sudraba;Apvidus;3000;201000
Nissan Terrano II;Nissan;Terrano II;1998;Augusts;2,7;Dīzelis;Manuāla 5 ātrumi;Melnametālika;Apvidus;3000;350000
Citroen Berlingo;Citroen;Berlingo;2012;;1,6;Dīzelis;Manuāla;Sudrabametālika;Minivens;3000;299000
Citroen C5;Citroen;C5;2008;Aprīlis;1,6;Dīzelis;Manuāla;Pelēkametālika;Sedans;3000;294000
Citroen Berlingo;Citroen;Berlingo;2013;;1,6;Dīzelis;Manuāla 5 ātrumi;Balta;Minivens;3000;214000
Citroen C5;Citroen;C5;2010;Novembris;2;Dīzelis;Manuāla 6 ātrumi;Balta;Sedans;3000;342878
Citroen Jumpy;Citroen;Jumpy;2016;;2;Dīzelis;Automāts;Balta;Mikroautobuss;3000;123000
Citroen C5;Citroen;C5;2008;Jūnijs;2;Dīzelis;Automāts 6 ātrumi;Tumši;Sedans;3000;335000
Hyundai i30;Hyundai;i30;2011;;1,6;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;3000;276000
Hyundai i20;Hyundai;i20;2016;Decembris;1,1;Dīzelis;Manuāla;Balta;Hečbeks;3000;366888
Suzuki Swift;Suzuki;Swift;2008;Aprīlis;1,3;Dīzelis;Manuāla 5 ātrumi;Melna;Sedans;3000;202739
Kia Ceed;Kia;Ceed;2012;Septembris;1,6;Dīzelis;Manuāla 6 ātrumi;Pelēka;Sedans;3000;275000
Hyundai Terracan;Hyundai;Terracan;2004;Augusts;2,5;Dīzelis;Manuāla 5 ātrumi;Zilametālika;Universāls;3000;
Toyota Corolla Verso;Toyota;Corolla Verso;2006;Februāris;2,2;Dīzelis;Manuāla 6 ātrumi;Zilametālika;Hečbeks;3000;418000
Toyota Yaris;Toyota;Yaris;2007;Aprīlis;1,4;Dīzelis;Automāts;Pelēka;Hečbeks;3000;233098
Toyota Avensis;Toyota;Avensis;2004;;2;Dīzelis;Manuāla;Melnametālika;Sedans;3000;391000
Toyota Avensis;Toyota;Avensis;2009;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Universāls;3000;337900
Toyota Avensis;Toyota;Avensis;2013;Augusts;2;Dīzelis;Manuāla 6 ātrumi;Sudraba;Universāls;3000;433790
Toyota Avensis;Toyota;Avensis;2009;Maijs;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Universāls;3000;289390
Toyota Auris;Toyota;Auris;2009;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Melna;Hečbeks;3000;207100
Toyota Auris;Toyota;Auris;2008;;2;Dīzelis;Manuāla 6 ātrumi;Sarkana;Hečbeks;3000;242000
Toyota Yaris;Toyota;Yaris;2009;Oktobris;1,4;Dīzelis;Manuāla 5 ātrumi;Pelēka;Hečbeks;3000;210000
Toyota Corolla Verso;Toyota;Corolla Verso;2006;Maijs;1,8;Benzīns;Automāts 5 ātrumi;Sudrabametālika;Minivens;3000;335166
Suzuki Jimny;Suzuki;Jimny;2005;Novembris;1,3;Benzīns;Manuāla;Pelēka;Apvidus;3000;236158
Suzuki SX4;Suzuki;SX4;2011;Marts;1,6;Benzīns;Manuāla 5 ātrumi;Sudraba;Apvidus;3000;305000
Citroen C-Crosser;Citroen;C-Crosser;2009;Maijs;2,2;Dīzelis;Manuāla 6 ātrumi;Sudraba;Apvidus;3000;217058
Toyota Auris;Toyota;Auris;2008;Maijs;2,2;Dīzelis;Manuāla;Sudraba;Kupeja;2999;184476
Nissan Qashqai;Nissan;Qashqai;2009;Augusts;1,5;Dīzelis;Manuāla 6 ātrumi;Melna;Apvidus;2999;318535
Suzuki SX4;Suzuki;SX4;2008;;1,9;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;2999;213000
Nissan Qashqai;Nissan;Qashqai;2008;Septembris;1,5;Dīzelis;Manuāla 6 ātrumi;Pelēka;Hečbeks;2999;277000
Kia Ceed;Kia;Ceed;2010;Jūlijs;2;Dīzelis;Manuāla;Gaiši;Universāls;2999;
Hyundai Santa FE;Hyundai;Santa FE;2007;Janvāris;2,7;Benzīns/Gāze;Manuāla 6 ātrumi;Pelēka;Apvidus;2999;
Toyota Avensis;Toyota;Avensis;2005;Aprīlis;1,8;Benzīns;Automāts;Pelēka;Sedans;2995;258347
Toyota Auris;Toyota;Auris;2009;Februāris;1,6;Benzīns;Manuāla;Sarkana;Hečbeks;2990;160400
Citroen C3 Picasso;Citroen;C3 Picasso;2014;Marts;1,6;Dīzelis;Manuāla 5 ātrumi;Pelēka;Hečbeks;2990;
Citroen Berlingo;Citroen;Berlingo;2009;;1,6;Dīzelis;Manuāla;Tumši;Minivens;2990;
Hyundai i30;Hyundai;i30;2009;Decembris;1,6;Dīzelis;Manuāla 5 ātrumi;Sudraba;Universāls;2990;
Toyota Yaris;Toyota;Yaris;2011;;1,3;Benzīns;Manuāla;Sarkana;Hečbeks;2990;
Nissan Note;Nissan;Note;2007;;1,5;Dīzelis;Manuāla;Brūna;Hečbeks;2990;
Kia Sorento;Kia;Sorento;2005;Februāris;2,5;Dīzelis;Manuāla 5 ātrumi;Sarkana;Apvidus;2990;255000
Toyota Corolla Verso;Toyota;Corolla Verso;2005;;2;Dīzelis;Manuāla;Pelēka;Minivens;2980;
Toyota Corolla;Toyota;Corolla;2007;Oktobris;1,4;Dīzelis;Manuāla 5 ātrumi;Sudrabametālika;Sedans;2950;
Toyota Auris;Toyota;Auris;2008;Jūnijs;1,4;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;2950;
Toyota Corolla Verso;Toyota;Corolla Verso;2004;;1,8;Benzīns;Automāts;Sudraba;Minivens;2950;
Citroen C5;Citroen;C5;2009;Novembris;1,6;Dīzelis;Manuāla 5 ātrumi;Gaiši;Universāls;2950;355000
Toyota RAV 4;Toyota;RAV 4;2003;;1,8;Benzīns;Manuāla;Dzeltena;Apvidus;2950;243300
Toyota RAV 4;Toyota;RAV 4;2004;Aprīlis;2;Benzīns;Manuāla;Sudrabametālika;Apvidus;2950;258000
Suzuki Grand Vitara;Suzuki;Grand Vitara;2005;Septembris;2;Benzīns;Manuāla 5 ātrumi;Melnametālika;Apvidus;2950;237450
Hyundai Tucson;Hyundai;Tucson;2005;Augusts;2;Dīzelis;Manuāla 5 ātrumi;Dzeltenametālika;Apvidus;2950;193000
Citroen C4 Picasso;Citroen;C4 Picasso;2007;Oktobris;2;Dīzelis;Automāts 5 ātrumi;Brūnametālika;Minivens;2950;291987
Nissan Note;Nissan;Note;2009;Februāris;1,5;Dīzelis;Manuāla 5 ātrumi;Zilametālika;Hečbeks;2950;282255
Kia Ceed;Kia;Ceed;2009;;1,6;Benzīns;Manuāla;Tumši;Universāls;2950;167000
Toyota Corolla Verso;Toyota;Corolla Verso;2008;;2,2;Dīzelis;Manuāla;Sudrabametālika;Minivens;2950;
Toyota Auris;Toyota;Auris;2008;;2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Hečbeks;2900;253000
Toyota Corolla Verso;Toyota;Corolla Verso;2008;;2,2;Dīzelis;Manuāla 6 ātrumi;Tumši;Universāls;2900;331136
Toyota Hiace;Toyota;Hiace;2003;;2,4;Dīzelis;Manuāla 5 ātrumi;Balta;Mikroautobuss;2900;342000
Toyota Auris;Toyota;Auris;2011;Marts;1,6;Benzīns/Gāze;Manuāla 6 ātrumi;Pelēka;Hečbeks;2900;167060
Toyota Corolla Verso;Toyota;Corolla Verso;2008;;1,8;Benzīns;Automāts;Pelēka;Minivens;2899;
Toyota Avensis;Toyota;Avensis;2007;Oktobris;2;Dīzelis;Manuāla 6 ātrumi;Pelēka;Universāls;2890;
Toyota Avensis;Toyota;Avensis;2006;;2;Dīzelis;Manuāla;Pelēkametālika;Universāls;2850;304500
Toyota Avensis;Toyota;Avensis;2006;Jūlijs;2,2;Dīzelis;Manuāla 6 ātrumi;Sudraba;Universāls;2850;293700
Hyundai Tucson;Hyundai;Tucson;2006;;2;Benzīns;Manuāla;Pelēka;Apvidus;2850;228665
Nissan Qashqai;Nissan;Qashqai;2007;Jūlijs;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;2850;330000
Nissan X-Trail;Nissan;X-Trail;2005;Oktobris;2,2;Dīzelis;Manuāla;Sudraba;Apvidus;2850;317191
Citroen C5;Citroen;C5;2009;Jūlijs;2;Dīzelis;Manuāla 6 ātrumi;Pelēka;Universāls;2850;270225
Citroen Nemo;Citroen;Nemo;2014;;1,3;Dīzelis;Manuāla 5 ātrumi;Sudraba;Universāls;2850;235000
Nissan Note;Nissan;Note;2007;;1,4;Benzīns;Manuāla 5 ātrumi;NA;Hečbeks;2850;164254
Nissan Micra;Nissan;Micra;2006;Decembris;1,6;Benzīns;Manuāla 5 ātrumi;Pelēkametālika;Kabriolets;2850;154888
Toyota RAV 4;Toyota;RAV 4;2004;;2;Dīzelis;Manuāla;Zilametālika;Apvidus;2850;
Hyundai Tucson;Hyundai;Tucson;2006;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Apvidus;2850;
Toyota Yaris;Toyota;Yaris;2011;;1,4;Dīzelis;Manuāla;Sudrabametālika;Hečbeks;2850;
Nissan Primastar;Nissan;Primastar;2006;Decembris;1,9;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Mikroautobuss;2800;420000
Toyota Yaris;Toyota;Yaris;2008;Janvāris;1,3;Benzīns;Automāts;Sudraba;Hečbeks;2800;187879
Toyota Corolla Verso;Toyota;Corolla Verso;2006;Maijs;2,2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Universāls;2800;345414
Toyota Corolla Verso;Toyota;Corolla Verso;2007;Decembris;2,2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Minivens;2800;349231
Citroen C5;Citroen;C5;2009;Aprīlis;2,7;Dīzelis;Automāts 6 ātrumi;Melnametālika;Universāls;2800;373848
Citroen Jumper;Citroen;Jumper;2008;;1,9;Dīzelis;Manuāla;Zila;-;2800;258000
Hyundai i20;Hyundai;i20;2009;Maijs;1,3;Benzīns;Manuāla 5 ātrumi;Sarkanametālika;Hečbeks;2800;189500
Toyota Corolla;Toyota;Corolla;2008;Janvāris;1,4;Dīzelis;Automāts;Sudraba;Sedans;2800;320000
Kia Carnival;Kia;Carnival;2007;;2,9;Dīzelis;Manuāla;Melna;Minivens;2800;217000
Kia Carens;Kia;Carens;2007;Novembris;2;Dīzelis;Manuāla 6 ātrumi;Zilametālika;Minivens;2799;178569
Citroen C4 Picasso;Citroen;C4 Picasso;2009;Septembris;1,6;Benzīns;Manuāla 5 ātrumi;Pelēkametālika;Hečbeks;2795;236000
Toyota Yaris;Toyota;Yaris;2006;;1,4;Dīzelis;Automāts;Sudraba;Hečbeks;2790;250000
Toyota Avensis;Toyota;Avensis;2006;Marts;2;Dīzelis;Manuāla 5 ātrumi;Pelēkametālika;Universāls;2790;380000
Toyota Auris;Toyota;Auris;2007;Novembris;2,2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;2790;242800
Toyota Yaris;Toyota;Yaris;2004;Jūlijs;1,3;Benzīns;Manuāla 5 ātrumi;Sudrabametālika;Hečbeks;2790;
Toyota Proace;Toyota;Proace;2014;Marts;2;Dīzelis;Manuāla 6 ātrumi;Baltametālika;Mikroautobuss;2750;298465
Toyota Avensis;Toyota;Avensis;2006;;2;Benzīns;Automāts;Melnametālika;Universāls;2750;253500
Toyota Avensis;Toyota;Avensis;2005;;2,2;Dīzelis;Manuāla 6 ātrumi;Sudraba;Universāls;2750;264000
Toyota Avensis;Toyota;Avensis;2010;Jūlijs;1,8;Benzīns;Manuāla 6 ātrumi;Balta;Universāls;2750;477677
Kia Sportage;Kia;Sportage;2007;Jūlijs;2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Apvidus;2750;246778
Kia Sportage;Kia;Sportage;2008;Janvāris;2;Dīzelis;Manuāla 6 ātrumi;Melna;Apvidus;2750;414000
Citroen C5;Citroen;C5;2008;Novembris;1,6;Dīzelis;Manuāla;Pelēkametālika;Universāls;2750;243500
Nissan X-Trail;Nissan;X-Trail;2005;Oktobris;2,2;Dīzelis;Manuāla 5 ātrumi;Melna;Universāls;2750;235900
Nissan Note;Nissan;Note;2008;Decembris;1,5;Dīzelis;Manuāla;Pelēka;Hečbeks;2750;
Citroen C4;Citroen;C4;2013;Jūlijs;1,6;Dīzelis;Manuāla 5 ātrumi;Sudrabametālika;Hečbeks;2750;
Kia Ceed;Kia;Ceed;2008;Janvāris;1,6;Benzīns/Gāze;Manuāla 5 ātrumi;Melnametālika;Hečbeks;2750;
Nissan X-Trail;Nissan;X-Trail;2007;Janvāris;2,2;Dīzelis;Manuāla;Brūnametālika;Apvidus;2700;
Nissan Murano;Nissan;Murano;2005;;3,5;Benzīns;Automāts;Melnametālika;Apvidus;2700;196038
Citroen Jumpy;Citroen;Jumpy;2009;;2;Dīzelis;Manuāla;NA;-;2700;254000
Hyundai i30;Hyundai;i30;2008;;1,6;Benzīns;Manuāla 5 ātrumi;Gaiši;Hečbeks;2700;186000
Hyundai i30;Hyundai;i30;2010;Decembris;1,4;Benzīns;Manuāla;Pelēka;Hečbeks;2700;234618
Suzuki Ignis;Suzuki;Ignis;2004;Novembris;1,3;Benzīns;Manuāla;Pelēka;Hečbeks;2700;116705
Nissan X-Trail;Nissan;X-Trail;2007;;2,2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;2700;337500
Toyota Corolla Verso;Toyota;Corolla Verso;2009;;2,2;Dīzelis;Manuāla 6 ātrumi;Sudraba;Hečbeks;2700;
Nissan Micra;Nissan;Micra;2009;Novembris;1,2;Benzīns;Manuāla;Melna;Kupeja;2700;
Toyota Corolla Verso;Toyota;Corolla Verso;2005;Februāris;2;Dīzelis;Manuāla 5 ātrumi;Sudraba;Minivens;2700;251364
Nissan Qashqai;Nissan;Qashqai;2007;Janvāris;1,5;Dīzelis;Manuāla;Melna;Apvidus;2699;245800
Nissan X-Trail;Nissan;X-Trail;2006;Marts;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;2690;298000
Nissan X-Trail;Nissan;X-Trail;2003;;2;Dīzelis;Manuāla;Tumši;Apvidus;2690;351325
Toyota Auris;Toyota;Auris;2007;Decembris;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Hečbeks;2650;
Toyota Prius;Toyota;Prius;2007;;1,5;Benzīns/Gāze;Automāts;Pelēka;Hečbeks;2650;340000
Toyota RAV 4;Toyota;RAV 4;2003;;2;Dīzelis;Manuāla 5 ātrumi;Melna;Apvidus;2650;310000
Toyota Avensis;Toyota;Avensis;2008;Februāris;2,2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Universāls;2650;230712
Toyota Corolla Verso;Toyota;Corolla Verso;2007;Novembris;2,2;Dīzelis;Manuāla 7 ātrumi;Sudrabametālika;Minivens;2650;302000
Toyota Aygo;Toyota;Aygo;2007;Decembris;1,4;Dīzelis;Manuāla 5 ātrumi;Pelēkametālika;Hečbeks;2650;156311
Toyota Corolla;Toyota;Corolla;2007;Augusts;1,6;Benzīns/Gāze;Manuāla 5 ātrumi;Pelēkametālika;Sedans;2650;205000
Nissan Terrano II;Nissan;Terrano II;1999;Decembris;2,7;Dīzelis;Manuāla 5 ātrumi;Dzeltena;Apvidus;2650;222189
Citroen Nemo;Citroen;Nemo;2009;Janvāris;1,4;Dīzelis;Manuāla 5 ātrumi;Zila;Minivens;2650;112000
Citroen Nemo;Citroen;Nemo;2009;Janvāris;1,4;Dīzelis;Manuāla 5 ātrumi;Zila;Minivens;2650;112000
Citroen Jumper;Citroen;Jumper;2004;;2;Dīzelis;Manuāla 5 ātrumi;Balta;Mikroautobuss;2650;260000
Toyota Corolla Verso;Toyota;Corolla Verso;2006;Novembris;2,2;Dīzelis;Manuāla 6 ātrumi;Brūnametālika;Minivens;2650;
Toyota Avensis;Toyota;Avensis;2007;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Baltametālika;Universāls;2650;
Suzuki Swift;Suzuki;Swift;2009;;1,3;Benzīns;Manuāla 5 ātrumi;Melnametālika;Hečbeks;2600;263000
Toyota Avensis;Toyota;Avensis;2004;Aprīlis;2;Dīzelis;Manuāla 5 ātrumi;Sudrabametālika;Universāls;2600;309000
Toyota Corolla Verso;Toyota;Corolla Verso;2007;Novembris;2,2;Dīzelis;Manuāla 6 ātrumi;Pelēka;Minivens;2600;318000
Toyota Yaris;Toyota;Yaris;2007;;1,4;Dīzelis;Manuāla;Sudrabametālika;Hečbeks;2600;235356
Kia Sportage;Kia;Sportage;2005;Novembris;2;Dīzelis;Automāts 5 ātrumi;Melnametālika;Apvidus;2600;280454
Kia Sportage;Kia;Sportage;2008;Augusts;2;Dīzelis;Manuāla;Melna;Apvidus;2600;268273
Hyundai Tucson;Hyundai;Tucson;2005;Augusts;2,7;Benzīns/Gāze;Automāts;Melna;Apvidus;2600;200500
Nissan Murano;Nissan;Murano;2005;Novembris;3,5;Benzīns/Gāze;Automāts;Pelēkametālika;Apvidus;2600;142000
Citroen Jumpy;Citroen;Jumpy;2007;Februāris;2;Dīzelis;Manuāla 6 ātrumi;Dzeltena;Mikroautobuss;2600;248570
Citroen C3;Citroen;C3;2008;;1,4;Dīzelis;Manuāla;Pelēka;Hečbeks;2600;210131
Toyota Avensis;Toyota;Avensis;2006;Aprīlis;2;Dīzelis;Manuāla 5 ātrumi;Pelēka;Universāls;2600;324312
Citroen C5;Citroen;C5;2008;;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Sedans;2600;
Citroen C4;Citroen;C4;2008;Jūlijs;1,6;Benzīns;Automāts;Melna;Kupeja;2599;
Nissan X-Trail;Nissan;X-Trail;2006;Maijs;2,2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;2590;271000
Toyota RAV 4;Toyota;RAV 4;2008;;2,2;Dīzelis;Manuāla;Pelēkametālika;Apvidus;2590;
Toyota Avensis;Toyota;Avensis;2006;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Melna;Universāls;2550;265250
Nissan Patrol;Nissan;Patrol;1987;;3,3;Dīzelis;Manuāla;Zila;Apvidus;2550;289000
Citroen Berlingo;Citroen;Berlingo;2009;Aprīlis;1,6;Dīzelis;Manuāla 5 ātrumi;Sarkana;Universāls;2550;317000
Toyota Avensis;Toyota;Avensis;2006;;2,2;Dīzelis;Manuāla;Zila;Universāls;2550;
Toyota Auris;Toyota;Auris;2007;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Hečbeks;2525;218749
Toyota Auris;Toyota;Auris;2007;;2;Dīzelis;Manuāla 6 ātrumi;Pelēka;Hečbeks;2500;345000
Toyota Corolla;Toyota;Corolla;2007;;1,6;Benzīns;Automāts;Sudrabametālika;Sedans;2500;222114
Toyota Celica;Toyota;Celica;1997;;1,8;Benzīns;Automāts;Melna;Kupeja;2500;200000
Toyota Avensis;Toyota;Avensis;2006;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Universāls;2500;271900
Toyota Corolla Verso;Toyota;Corolla Verso;2007;Janvāris;2;Dīzelis;Manuāla 6 ātrumi;Melna;Minivens;2500;400000
Toyota RAV 4;Toyota;RAV 4;2004;Aprīlis;2;Dīzelis;Manuāla 5 ātrumi;Sudrabametālika;Apvidus;2500;221234
Toyota Corolla Verso;Toyota;Corolla Verso;2005;;2;Dīzelis;Manuāla 5 ātrumi;Sudraba;Universāls;2500;294285
Toyota RAV 4;Toyota;RAV 4;2006;;2,2;Dīzelis;Manuāla;Melna;Apvidus;2500;360000
Toyota Auris;Toyota;Auris;2008;Maijs;2,2;Dīzelis;Manuāla 6 ātrumi;Melna;Hečbeks;2500;308000
Toyota Yaris;Toyota;Yaris;2007;Jūnijs;1,4;Dīzelis;Manuāla 5 ātrumi;Pelēka;Sedans;2500;290000
Toyota Auris;Toyota;Auris;2008;Decembris;1,4;Dīzelis;Manuāla 5 ātrumi;Pelēkametālika;Hečbeks;2500;148000
Toyota Yaris;Toyota;Yaris;2009;Maijs;1,4;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;2500;280868
Toyota Avensis;Toyota;Avensis;2006;;1,6;Benzīns;Manuāla;Tumši;Sedans;2500;290000
Toyota Corolla;Toyota;Corolla;2007;Maijs;1,6;Benzīns;Automāts 6 ātrumi;Pelēka;Sedans;2500;287000
Toyota Yaris;Toyota;Yaris;2007;;1,3;Benzīns;Automāts 5 ātrumi;Sudrabametālika;Hečbeks;2500;226918
Toyota Aygo;Toyota;Aygo;2010;;1;Benzīns;Manuāla;Pelēkametālika;Hečbeks;2500;124822
Kia Sorento;Kia;Sorento;2004;;2,5;Dīzelis;Manuāla 5 ātrumi;Sarkana;Apvidus;2500;302000
Hyundai Tucson;Hyundai;Tucson;2004;Novembris;2;Dīzelis;Automāts 4 ātrumi;Zila;Apvidus;2500;190000
Hyundai Tucson;Hyundai;Tucson;2006;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Zaļa;Apvidus;2500;324954
Nissan Qashqai;Nissan;Qashqai;2007;;1,5;Dīzelis;Manuāla;Baltametālika;Apvidus;2500;280450
Nissan X-Trail;Nissan;X-Trail;2005;Septembris;2,2;Dīzelis;Manuāla 6 ātrumi;Sudraba;Apvidus;2500;237977
Nissan X-Trail;Nissan;X-Trail;2006;Decembris;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;2500;373500
Nissan X-Trail;Nissan;X-Trail;2005;;2,2;Dīzelis;Manuāla;Pelēka;Apvidus;2500;260000
Nissan X-Trail;Nissan;X-Trail;2004;;2;Benzīns;Manuāla;Melnametālika;Apvidus;2500;280000
Nissan Pathfinder;Nissan;Pathfinder;2007;Oktobris;2,5;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;2500;525000
Citroen Berlingo;Citroen;Berlingo;2007;Augusts;1,6;Dīzelis;Manuāla 5 ātrumi;Melnametālika;Universāls;2500;161769
Citroen C4 Picasso;Citroen;C4 Picasso;2011;;1,6;Dīzelis;Automāts;Melna;Minivens;2500;399000
Citroen Berlingo;Citroen;Berlingo;2010;;1,6;Dīzelis;Manuāla;Sudraba;Minivens;2500;257450
Citroen Jumper;Citroen;Jumper;2007;;2,2;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;2500;380000
Suzuki SX4;Suzuki;SX4;2008;;1,6;Benzīns;Manuāla;Sudraba;Hečbeks;2500;205187
Nissan Note;Nissan;Note;2013;Janvāris;1,6;Benzīns;Manuāla 7 ātrumi;Pelēkametālika;Hečbeks;2500;208913
Hyundai i30;Hyundai;i30;2008;Jūnijs;1,6;Dīzelis;Manuāla 5 ātrumi;Pelēka;Universāls;2500;290000
Toyota Corolla Verso;Toyota;Corolla Verso;2008;Jūnijs;2,2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Minivens;2500;
Toyota RAV 4;Toyota;RAV 4;2003;Janvāris;2;Dīzelis;Manuāla;Sudrabametālika;Apvidus;2499;381225
Citroen C4 Picasso;Citroen;C4 Picasso;2008;Jūlijs;2;Benzīns;Automāts 6 ātrumi;Dzeltenametālika;Minivens;2499;
Toyota Avensis;Toyota;Avensis;2007;Jūnijs;2,2;Dīzelis;Manuāla 6 ātrumi;Zila;Universāls;2490;
Toyota RAV 4;Toyota;RAV 4;2001;;2;Benzīns;Manuāla;Melna;Apvidus;2490;
Toyota RAV 4;Toyota;RAV 4;2004;;2;Dīzelis;Manuāla;Pelēka;Apvidus;2490;266000
Toyota Corolla Verso;Toyota;Corolla Verso;2007;Jūlijs;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Minivens;2490;
Nissan Note;Nissan;Note;2008;Septembris;1,6;Benzīns;Manuāla;Sudrabametālika;Universāls;2470;
Toyota RAV 4;Toyota;RAV 4;2002;Februāris;2;Benzīns;Manuāla 5 ātrumi;Melna;Apvidus;2450;236000
Suzuki Grand Vitara;Suzuki;Grand Vitara;2002;Septembris;2;Benzīns;Manuāla 5 ātrumi;Tumši;Apvidus;2450;170000
Toyota Avensis;Toyota;Avensis;2004;Novembris;2;Dīzelis;Manuāla 5 ātrumi;Pelēkametālika;Universāls;2450;
Toyota Avensis;Toyota;Avensis;2008;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Universāls;2450;254500
Toyota Avensis;Toyota;Avensis;2009;;2;Dīzelis;Manuāla;Pelēkametālika;Universāls;2450;
Toyota Avensis;Toyota;Avensis;2007;Novembris;2;Benzīns;Automāts;Pelēkametālika;Universāls;2450;
Citroen Xsara Picasso;Citroen;Xsara Picasso;2006;;1,6;Benzīns/Gāze;Manuāla;Brūnametālika;Minivens;2450;
Kia Ceed;Kia;Ceed;2007;Janvāris;1,6;Benzīns;Manuāla 5 ātrumi;Sarkana;Universāls;2400;237000
Toyota RAV 4;Toyota;RAV 4;1997;;2;Benzīns;Automāts;Zaļa;Apvidus;2400;377000
Toyota Avensis;Toyota;Avensis;2007;Oktobris;2;Dīzelis;Manuāla 6 ātrumi;Brūna;Universāls;2400;295000
Toyota RAV 4;Toyota;RAV 4;2002;Marts;2;Dīzelis;Manuāla 5 ātrumi;Zaļa;Apvidus;2400;305052
Toyota Auris;Toyota;Auris;2007;Aprīlis;1,4;Dīzelis;Manuāla 5 ātrumi;Zilametālika;Hečbeks;2400;336000
